GSM3905407_BCH825_BCH825.P02.A01	GSM3905407_BCH825_BCH825.P02.A03	GSM3905407_BCH825_BCH825.P02.A05	GSM3905407_BCH825_BCH825.P02.A07	GSM3905407_BCH825_BCH825.P02.A08	GSM3905407_BCH825_BCH825.P02.A09	GSM3905407_BCH825_BCH825.P02.A10	GSM3905407_BCH825_BCH825.P02.A11	GSM3905407_BCH825_BCH825.P02.B01	GSM3905407_BCH825_BCH825.P02.B02	GSM3905407_BCH825_BCH825.P02.B03	GSM3905407_BCH825_BCH825.P02.B04	GSM3905407_BCH825_BCH825.P02.B05	GSM3905407_BCH825_BCH825.P02.B06	GSM3905407_BCH825_BCH825.P02.B07	GSM3905407_BCH825_BCH825.P02.B08	GSM3905407_BCH825_BCH825.P02.B11	GSM3905407_BCH825_BCH825.P02.B12	GSM3905407_BCH825_BCH825.P02.C02	GSM3905407_BCH825_BCH825.P02.C03	GSM3905407_BCH825_BCH825.P02.C05	GSM3905407_BCH825_BCH825.P02.C06	GSM3905407_BCH825_BCH825.P02.C09	GSM3905407_BCH825_BCH825.P02.C10	GSM3905407_BCH825_BCH825.P02.C11	GSM3905407_BCH825_BCH825.P02.C12	GSM3905407_BCH825_BCH825.P02.D01	GSM3905407_BCH825_BCH825.P02.D03	GSM3905407_BCH825_BCH825.P02.D04	GSM3905407_BCH825_BCH825.P02.D05	GSM3905407_BCH825_BCH825.P02.D06	GSM3905407_BCH825_BCH825.P02.D07	GSM3905407_BCH825_BCH825.P02.D08	GSM3905407_BCH825_BCH825.P02.D09	GSM3905407_BCH825_BCH825.P02.D10	GSM3905407_BCH825_BCH825.P02.D11	GSM3905407_BCH825_BCH825.P02.D12	GSM3905407_BCH825_BCH825.P02.E01	GSM3905407_BCH825_BCH825.P02.E02	GSM3905407_BCH825_BCH825.P02.E05	GSM3905407_BCH825_BCH825.P02.E06	GSM3905407_BCH825_BCH825.P02.E07	GSM3905407_BCH825_BCH825.P02.E08	GSM3905407_BCH825_BCH825.P02.E09	GSM3905407_BCH825_BCH825.P02.E10	GSM3905407_BCH825_BCH825.P02.E11	GSM3905407_BCH825_BCH825.P02.E12	GSM3905407_BCH825_BCH825.P02.F01	GSM3905407_BCH825_BCH825.P02.F02	GSM3905407_BCH825_BCH825.P02.F03	GSM3905407_BCH825_BCH825.P02.F05	GSM3905407_BCH825_BCH825.P02.F06	GSM3905407_BCH825_BCH825.P02.F07	GSM3905407_BCH825_BCH825.P02.F08	GSM3905407_BCH825_BCH825.P02.F12	GSM3905407_BCH825_BCH825.P02.G01	GSM3905407_BCH825_BCH825.P02.G02	GSM3905407_BCH825_BCH825.P02.G05	GSM3905407_BCH825_BCH825.P02.G06	GSM3905407_BCH825_BCH825.P02.G09	GSM3905407_BCH825_BCH825.P02.G10	GSM3905407_BCH825_BCH825.P02.G11	GSM3905407_BCH825_BCH825.P02.G12	GSM3905407_BCH825_BCH825.P02.H04	GSM3905407_BCH825_BCH825.P02.H08	GSM3905407_BCH825_BCH825.P02.H09	GSM3905407_BCH825_BCH825.P02.H10	GSM3905407_BCH825_BCH825.P02.H12	GSM3905407_BCH825_BCH825.P06.A02	GSM3905407_BCH825_BCH825.P06.A03	GSM3905407_BCH825_BCH825.P06.A04	GSM3905407_BCH825_BCH825.P06.A05	GSM3905407_BCH825_BCH825.P06.A06	GSM3905407_BCH825_BCH825.P06.A07	GSM3905407_BCH825_BCH825.P06.A08	GSM3905407_BCH825_BCH825.P06.A09	GSM3905407_BCH825_BCH825.P06.A10	GSM3905407_BCH825_BCH825.P06.B01	GSM3905407_BCH825_BCH825.P06.B02	GSM3905407_BCH825_BCH825.P06.B03	GSM3905407_BCH825_BCH825.P06.B04	GSM3905407_BCH825_BCH825.P06.B05	GSM3905407_BCH825_BCH825.P06.B06	GSM3905407_BCH825_BCH825.P06.B07	GSM3905407_BCH825_BCH825.P06.B08	GSM3905407_BCH825_BCH825.P06.B09	GSM3905407_BCH825_BCH825.P06.B12	GSM3905407_BCH825_BCH825.P06.C04	GSM3905407_BCH825_BCH825.P06.C05	GSM3905407_BCH825_BCH825.P06.C07	GSM3905407_BCH825_BCH825.P06.C08	GSM3905407_BCH825_BCH825.P06.C09	GSM3905407_BCH825_BCH825.P06.D04	GSM3905407_BCH825_BCH825.P06.D06	GSM3905407_BCH825_BCH825.P06.D07	GSM3905407_BCH825_BCH825.P06.D08	GSM3905407_BCH825_BCH825.P06.D09	GSM3905407_BCH825_BCH825.P06.D12	GSM3905407_BCH825_BCH825.P06.E01	GSM3905407_BCH825_BCH825.P06.E03
ALG6	0	0	0	0	0	0	0	0	4.062	0	2.264	0	0	0	0	0	3.292	3.912	0	0	3.543	0	0	0	0	0	5.012	0	0	0	0	2.578	0	0	0	0	3.38	0	0	1.64	1.195	0	0	0	1.736	4.934	1.389	4.535	0	1.985	0	4.013	0	0	0	0	0.447	0	0	0	0	0	0	0	0	0	0	0	0	1.585	1.399	0	0	3.674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.15	0	0	3.425	0	0	0	0	0	0	2.636	0
NKAIN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HPS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.974	0	0	0	0	0	0	5.238	0	0	0	0	0	0	0	0	0	4.382	0	0	0	0	0	0	0	0	0	1.678	3.249	0	0	0	0	5.371	0	0	0	0	2.698	0	0	0	0	0	0	0	0	0	0	3.819	0	0	0	0	0	0	0	0	0	0	0	0	2.195	0.24	2.109	3.927	0	0	0	0	0	0	0	0	3.537	0	3.631	0	0	0	0	2.566	2.512
NR2F6	2.427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.226	0	0	0	0	0	0	0	0	0	0	2.459	0	0	5.199	0	0	0	0	0	0	0	0	0	0	3.937	0	0	0	0	0	0
FAM138E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GADD45A	0	0	0	4.305	5.58	0	0	2.951	3.916	0	0	0	0	0	0	2.979	0	0	0	0	5.545	3.62	0	0	0	0	0	0	0	0	0	0	0	0	3.82	3.468	0	0	0	0	0	0	0	2.481	0	3.244	0	0	1.992	3.327	0	0	3.326	0	0	0	0	0	0	4.961	0	0	0	0	2.808	0	0	0	2.79	0	0	0	0.659	0	0	0	0	0	0	0	0	0	0	0	0	0	1.949	0	0	0	0	0	0	0	3.94	4.822	0	0	0	0
LOC389023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KPNA5	1.622	0	0	3.439	0	0	0	0	0	3.18	0	0	0	0	0	2.187	0	0	2.365	0	1.299	0	1.897	0.79	0	4.914	0	0	1.841	0	0.644	0	0	0	0	3.831	4.218	1.667	0	0	0	0	0	0	0	0	0	4.227	0	0	3.812	0	2.851	0	0	2.986	0	1.989	0	0	0	1.464	0	6.027	0	0	0	0	0	0	0	0	3.102	0	4.056	2.032	1.055	0	3.027	2.855	0	2.982	4.235	0	0	0	1.987	0	1.137	0	5.815	0	2.548	0	0	5.319	0	4.709	0	1.669
COL23A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM60A	0	0	4.387	1.632	0	0	0	0	0.656	0	5.864	0	0.934	4.918	4.758	0	0	5.322	0	0.543	0	0	0	0	0.324	4.801	0.804	4.186	0	6.111	0	0	0	0	1.653	2.962	0	5.104	3.544	4.918	0.312	0	4.296	0	5.586	4.316	4.509	2.347	5	0	0	1.215	0	0	0	4.364	0	0	0	0.947	0	0	0	3.005	3.292	4.103	0	0	0	0	0	0.721	4.446	0	2.446	0	0.82	5.686	1.4	5.21	5.006	5.74	0	5.598	0	5.134	1.038	0	0	0	0	5.023	3.707	0	0	6.393	7.074	4.637	4.519	0.829
COG2	4.487	0	0	0	0	0.77	4.334	0	0	0	0	0	0	5.974	0	0	0	1.531	3.705	0	5.795	0	7.141	0	0	0	0	0	0	0	0	0	0	0	0	2.719	2.512	0	0	0	0	0	0	0	0	0	3.982	0	0	0	0	0	0	0	0	0	5.701	4.244	0	0	4.471	0	0	0	0.883	0	0	0	0	4.886	0	0	0.913	0	0	0	0	0	2.155	3.041	0	4.145	0	0	0	0	0	0	5.09	0	0	0	3.6	0	0	0	0	0	1.316	4.377
FARSB	0	0	0	4.019	0	3.56	0	1.829	0	6.043	0	0	0	3.346	5.379	5.547	3.844	0	0	0	0	0	0	1.932	0	0	2.824	0	4.389	0	0	0	0	5.346	0	0	0	1.177	0	0	0	2.629	0	0	0	0	0	1.729	5.5	0	2.445	0	1.701	2.721	5.132	1.966	0	6.221	0	1.815	3.379	0	0	0	0	0	5.121	0	1.57	4.9	5.241	0	5.384	3.429	0	5.692	0.604	4.16	0	4.902	3.927	5.64	2.752	0	3.449	0	3.462	0	1.11	0	0	0	3.834	0	0	0	6.627	0	4.512	3.877
FIBP	3.604	0	4.565	2.006	0	4.446	0	0	0	5.223	0	5.625	0	0	4.466	5.839	1.848	0	0	0	0	0	0	0	0	4.059	0	0	4.072	0	0	0	7.098	0	0	0	0	0.736	0	5.058	0	5.396	3.686	0	4.04	3.835	4.825	5.119	2.518	0	0	0	0	0	5.668	3.263	0	0	0	0	0	0	0	0.734	0	4.006	0	0	3.753	4.137	0	1.895	3.352	2.284	3.401	3.386	4.637	0	4.731	1.541	0	0	0	0	0	4.492	0	2.758	3.057	0	0	1.852	2.845	0	4.569	4.808	3.959	0	0	5.169
PCCA	0	0	2.55	3.285	0	0	0	2.665	0	0	0	2.515	5.799	0	0	0	0	1.11	4.73	1.918	4.916	2.928	1.748	0.721	0	0	2.501	1.453	0	0	0	0	0	0	2.121	4.028	0	5.503	0	0	0	0	3.885	0	0	0	0	1.829	5.254	0	0	3.286	3.214	4.809	0	3.44	0	3.496	0	0	4.674	1.335	0	0	1.25	0	0	0	0	0	0	3.579	4.437	0	0	3.879	3.113	0	3.534	1.076	0	2.347	2.65	0.677	5.314	0	0	0	3.218	0	5.513	3.537	0	0	4.526	2.05	5.849	0	0	0
RMND5B	0	0	3.901	0	0	0	2.947	0	0	0	0	0	3.353	0	1.908	4.879	0	3.141	2.578	0	0	0	0	0	0	0	0	0	4.044	0	0	4.309	0	0	0	0	1.078	0	0	0	0	0	0	0	0	0	5.643	0	0	4.616	5.132	0	0.95	1.729	0	2.906	0	0	0	0	0	0	0	0	0	0	0	0	0	2.734	0	4.113	0	0	0	0	1.841	0	1.949	0	0.538	0	0	0.856	0	0	3.927	0	0	0	0	0	0	0	0	0	3.653	0	0	2.299
CCHCR1	3.781	0	0	3.179	0	0	0	4.306	0	0	0	2.911	0	0	2.249	0	0	0	0	0	0	1.852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.483	0	0	0	0	0	0	2.738	0	3.31	0	0	0	0	0	0	0	0	0	0	1.809	0	0	0	5.061	3.414	0	0	0	0	3.138	0	0	0	0	0	0	0	4.169	0	0	0	0	0	0	0	0	0	0	0	0	0
CBWD2	0	0	0	2.744	0	0	0	3.479	0	5.133	1.536	5.702	0	0	2.556	0	0	1.349	0	0	0	0.802	0	0	0	5.862	0	0	0	4.574	0	0	0	0	3.486	0	0	0	0	5.501	0	0	0	0	0	2.326	4.827	0	0	0	4.514	0	2.621	4.903	2.301	0	0	2.916	0	0	0	3.08	0	0	0	0	0	0	0	0	2.024	5.153	1.618	4.348	0	0	0	0	4.238	0	0	0	0	0	0	0	4.552	3.384	0	2.918	0	0	0	4.275	2.541	3.112	0	0	4.426	0
RIN2	0	0	0	2.307	0.746	0	0	0	0	0	0	0	0	4.206	0	3.023	3.517	2.3	0	0.684	3.058	0	0	0	3.885	2.488	0	1.442	0	2.85	0	0	0	0	3.907	3.179	1.517	0	0	0	0	0	0	0	0	3.954	3.491	0	0.453	0	3.301	0	0	0	2.44	0	0	3.637	0	3.678	0	1.218	0	0	0	0	0.349	3.808	0	0	0	0	0	0	0	0	0	0	0	0	1.793	0	0	0	0	0	0	0	2.005	0	0	0	0	0	0	0	0	0	0	3.289
ETV5	0.345	0	0	0	1.694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.014	0	0	0	0	3.769	0	0	0	4.825	0	0	1.486	0	3.01	0	1.77	0	0	0	0	4.293	0	0	0	0	0	0	0	0	0	0	0	0	0	3.093	0	0	3.182	0	0	0	0	0	0	0	0	0	0	2.919	0	0	0	0.524	0	0	0	0	0	2.469	1.907	0	0	2.722	0	0	0	0	0	0	0	0	1.632	2.033	0	0	0	0	1.049	0
AKAP8L	0	4.833	0	0	0	0	0	4.026	1.409	0	0	5.379	3.675	0	0	0	4.583	2.662	1.271	5.668	3.851	0	0	0	0	0	0	0	0	3.53	1.104	1.586	0	0	0	4.709	0	4.592	0	0	0	0	3.572	0	2.729	0	0	0	2.525	0	0	1.014	3.026	0	5.841	0	0	0	2.058	0	0	0	0	3.89	3.816	3.741	0	0	0	0	4.37	0	0	0	3.784	0	2.7	0	0	1.185	0	0	0	0	5.237	0	2.47	2.294	0	1.889	0	0	0	2.824	0	0	0	4.18	0	0
RPL27	7.139	6.052	5.995	6.275	8.117	7.746	7.627	5.063	7.295	5.284	6.652	6.211	7.882	0	5.629	7.575	7.494	6.265	7.198	5.967	5.432	8.252	5.324	6.411	0	3.797	6.375	7.827	6.748	7.338	8.124	6.276	7.573	2.281	7.821	6.723	6.259	7.174	7.262	6.684	7.939	5.945	6.763	7.249	8.05	8.366	6.225	7.107	7.035	7.799	5.819	6.381	6.925	7.717	7.505	4.654	7.217	8.263	5.827	4.999	5.095	3.22	7.703	7.113	7.498	5.705	6.361	6.6	6.831	7.59	7.449	5.266	5.627	6.68	5.519	8.488	7.11	7.253	7.784	6.196	4.24	7.142	7.023	6.687	6.219	7.364	7.832	6.807	6.521	6.031	7.409	4.682	5.582	6.864	7.157	6.894	6.561	7.641	5.638	5.574
TXLNG2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.162	3.88	0	4.404	0	0	0	0	0	0	0	0	0	0	0	0	4.223	1.636	0	0	0	3.625	0	0	0	3.918	0	0	2.538	3.635	0	0	0	0	0	0	0	0	0	2.047	0	4.599	3.798	0	5.005	0	0	0	0	0	0.122	0	0	0	0	0	0.356	0	0	4.663	3.443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.585
IFT27	1.639	0	0	0	0	0	1.385	3.294	0	0	0	0	4.88	0	1.692	0	0	0	0	2.631	0	0	0	0	0	0	0	0	4.894	0	0	0	0	2.09	0	0	0	0	0	0	3.866	2.211	0	0	1.515	0	2.625	0	0	0	0	1.104	0	3.333	0	1.146	0	0	4.205	0	0	0	0	0	0	0	3.651	0	0	0	2.308	1.493	0	1.437	3.77	0	0	0	0	3.097	0	0	0	2.35	0	1.775	0	0	3.706	0	0	0	2.093	0	0	0	0	0	0	0
MAST4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RWDD4	1.841	0	4.874	0	0	0	2.658	3.393	5.941	6.221	0	0	6.172	0	0	0	0	5.466	4.232	0	1.494	0	0	0	4.869	0.533	0	1.39	0	0	4.036	3.425	0	1.877	0	0	2.984	1.487	5.11	4.058	0	0	3.706	0	0	6.287	0	0	5.339	0	0	0	4.149	0	0	0	0	0	0	0	4.365	0	0	0	0	2.733	0	0	4.522	0	0	3.095	0	0	3.134	0	0	0	0	3.041	0	3.638	0	0	4.945	0	0	0	0	0	0	4.276	2.12	6.13	4.682	2.779	0	3.898	0	0.929
TRAPPC5	0	4.175	4.588	0	0	2.089	0	4.75	0	0	0	6.135	0	0	3.804	5.046	5.147	5.179	5.998	0	6.482	5.803	0	0	0	5.787	4.663	5.106	0	5.169	6.059	0	4.552	5.98	5.951	5.523	0	5.61	5.333	0	0	0	4.074	4.209	4.035	4.513	5.715	0	5.059	5.771	4.043	2.637	5.425	2.082	5.727	3.171	5.687	0	0	0	0	0	5.294	0	0	4.982	0	4.798	0	6.206	5.446	5.798	4.681	4.729	4.456	0	0	5.473	0	4.155	0	0	3.461	0	0	4.551	5.159	5.31	2.317	0	4.16	4.892	4.327	0	6.969	0	5.64	6.405	0	0
PSMD6-AS2	0	4.281	0.657	0	0	0	0	0	0	0	0	0	0	0	0	5.128	0	0	0.664	0	0	1.23	0	5.42	0	4.425	0	0	0	2.421	0	3.652	0	0	3.308	0	0	1.679	5.081	0	0	0	0	0	2.995	0	0	2.445	0	0	0	0	0	0	0	0	0	0	0	0	5.178	0	0	0	0	0	0	0	3.128	2.658	0	0	2.028	0	3.53	0	0	3.412	0	0	0	0	0	0	0	0	0	2.078	2.013	2.449	2.39	0	0	0	0	0	0	0	1.45	0
FAM120AOS	0	0	0	0	6.174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.714	0	0	0	0	0	0	0	0	0	3.351	0	0	0	0	0	0	0	0	0	0	0	0	0
GBA	0.604	0	1.593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.017	0	0	0	0	0	0	0	0	2.608	1.526	0	0	0	0	0	0	4.242	0	0	0	0	0	0	1.543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.436	0	0	0	0	0	0.746	0	0	0	0	0	4.97	0
FLAD1	4.537	0	0	0	0	0.666	0	0	5.015	5.634	1.026	0	6.01	0	4.215	5.284	0	0	0	5.14	0.913	3.225	4.709	0	0	5.013	0	3.012	3.912	5.309	5.999	0	0	0	0	0	0	0	0	0	0	0	0	0	5.111	0	4.286	4.139	0.953	0	5.959	0	0	5.869	0	3.897	0	0	0	6.139	0	5.528	0	0	4.235	4.127	1.221	0	0	1.535	0	0	4.496	3.189	0	4.948	6.317	3.902	3.27	0	3.401	2.712	5.462	2.292	0	0	0	0	1.291	1.988	0	0	0	0	0	5.437	0	0	2.309	0
C19orf66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZCCHC17	0	0	0	4.203	0	0	5.975	3.224	0	3.052	6.788	0	0	0	4.224	4.456	0	0	3.238	5.562	0	0	0	0	0	4.612	5.501	0	0	0	0	0	0	4.122	2.027	0	0	1.127	5.227	4.47	0	5.833	5.747	3.416	4.892	0	2.989	0	3.875	0	0	0	5.399	2.999	5.699	5.373	4.549	0	4.666	0	0	0	5.134	0	0	0	5.024	0	5.211	0	0	3.732	2.753	0	3.781	0	0	5.361	0	0	0	0	4.657	6.55	5.299	5.647	3.468	0	4.92	5.466	0	0	2.924	3.185	4.406	5.615	0	0	4.985	1.986
COG4	0	0	0	0	0	0	0	0	0	0	0	0	5.132	0	3.31	0	4.967	0	0	0	4.384	2.82	0	0	0	0	0	2.872	0	0	0	0	0	4.984	0	0	4.163	0	0	0	0	0	2.961	0	0	0	0	3.96	0	0	0	4.275	3.71	3.615	0	3.44	0	0	0.975	0	0	0	0	0	0	0	0	0	0	0	0	3.959	0	0	0	0	0	0	1.513	0	0	0	4.102	0	0	5.356	0	0	0	0	5.428	4.259	0	0	0	0	0	0	3.14	0
ZNF594	0	0	0	0	0	0	0	2.034	0	0	0	0	0.64	0	3.771	0	0	0	0	4.307	0.399	0	0	0	0	0	0	3.694	0	0	0	0	0	0	0	0.183	0	1.626	0	0	4.693	0	0.464	0	0	4.129	0	4.077	0	0	0.417	0	0	0	0	0	0	0	0.343	0	0.685	0	0	0	0	0.411	0.225	0.903	0	4.483	0	0	0.192	0	0	0	0	0.198	0	2.687	0	0	0	0	0	0	0	0	0	0	0	1.315	0.77	0	0	0	0	0	0	0
UBTFL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC8	3.787	0	5.28	3.246	0	5.925	0	0	5.55	0	0	4.358	5.219	0	5.125	0	3.248	4.45	1.827	0	2.458	4.797	2.121	0	6.204	0	0	0	5.291	5.467	0	5.995	0	6.327	0	2.139	5.432	5.286	0	0	5.947	0	5.865	0	3.864	1.893	2.864	4.902	4.458	4.836	5.277	0	4.462	5.384	6.879	4.416	5.816	0	6.022	0	0	0	0	0.619	3.694	4.76	5.578	2.562	5.449	0	0.61	3.463	5.028	0	6.211	0	2.495	0	4.777	5.407	3.073	5.125	0	4.87	0	0	0	5.586	2.438	4.112	0	2.378	4.747	0	0	0	6.395	0	5.281	5.938
CCDC107	5.144	0	1.852	2.252	0	0	0	0	0	0	0	5.718	0	0	3.716	4.695	0	0	0	3.317	0	0	0	0	0	5.273	0	0	0	3.521	0	0	0	0	0	0	0	2.64	0	0	0	4.671	0	0	2.099	0	0	0	0	5.599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.066	5.538	0	0	5.031	0	0	3.735	0	0	3.31	0	0	1.757	0	0	0	4.126	0	0	3.219	0	0	1.826	4.895	0	2.842	0	5.162	0	0	0	0	0
LYPD6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAX	0	0	2.151	3.874	3.038	0	0	0	4.14	0	0	0	0	0	0	0	0	0	1.742	0	0	4.128	0	0	0	0	5.495	0	0	0	0	0	0	0	0	0	0	3.094	0	2.275	0	0	0	0	0	0	0	0	0	0	0	0	0	3.057	0	0	0	0	0	0	0	0	4.061	0	0.969	0	0	4.844	0.467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2	0	0	0	0	0	0	0	0	0	0	0
ASB3	2.555	0	2.203	0	0	0	0	2.036	0.883	0	0	0	5.27	1.996	3.94	0	3.904	2.686	0	0.739	0	0.636	0	0	0	0	0	4.782	0	0	0	0	0	0	0	4.235	2.343	0.82	0	0	0	1.428	3.921	1.574	0	0	0	3.654	0.688	0	0	4.921	0	0	0	2.154	4.086	0	0	0	6.658	6.162	0	5.357	1.893	5.498	3.726	0	0	0	0	0	3.102	0	0	0	0	2.704	0	0	0	0	0	0	0	0	0	2.948	5.533	0	6.407	0	0	0	0	0	0	0	0	5.881
PQBP1	4.204	4.988	1.396	2.404	0	4.062	5.768	6.792	0	4.282	4.394	6.399	0	0	4.208	0	0	3.328	2.913	0	5.091	0	0	0	0	4.83	0	0	5.74	3.985	0	0	0	3.252	0	4.54	0	0	4.618	0	0	5.745	0	0	0	0	4.433	0	3.906	0	4.248	4.278	3.319	5.281	5.194	2.487	0	0	4.462	0	0	0	0	0	0	0	3.104	0	0	0	4.001	4.988	0	3.763	4.382	5.555	3.033	0	3.02	4.471	3.703	0	0	0	4.973	0	0	0	0	4.966	0	0	2.929	0	0	3.233	0	0	3.905	3.813
RPS19	6.614	5.365	6.459	5.232	5.948	7.11	6.811	5.97	6.075	6.294	5.223	6.497	7.094	5.425	6.133	6.257	6.445	6.203	6.821	6.752	5.623	8.168	6.036	4.341	6.79	6.503	6.308	6.783	4.643	4.684	7.052	5.867	0	7.143	4.751	7.111	5.493	7.282	7.523	7.347	7.968	4.628	6.957	7.136	7.589	6.628	5.782	6.608	6.936	7.201	6.591	6.295	6.272	6.438	2.773	5.026	5.459	1.85	6.526	7.618	6.745	6.354	7.3	6.475	6.846	7.792	4.562	8.403	6.492	4.897	5.85	6.89	4.907	6.599	6.066	7.363	5.707	6.356	6.484	5.089	6.431	6.07	6.797	5.401	6.94	6.713	6.735	6.168	4.875	0	5.759	7.673	7.153	6.802	6.721	6.693	3.786	0	5.633	3.263
SEMA3C	0	5.797	0	0	2.514	3.807	4.686	0.449	4.623	0	0.769	4.714	5.547	1.848	0	2.773	0	0	1.099	0	0	0	1.697	0	0	0	0	2.541	4.08	4.814	5.065	4.285	0	0	3.64	0	1.1	0	0	4.087	0	0	3.781	0.476	0	1.904	0	0	3.574	0	0	0	3.487	0	3.775	0	3.877	3.257	0	0	4.508	4.172	0.956	0	0	0	4.069	0	5.479	5.924	3.82	0	4.952	0	0	3.107	3.235	0	4.671	0	4.879	0	0	3.129	5.886	0	1.782	2.513	0	5.203	0	4.788	3.497	5.235	0	0	5.345	0	4.575	0
SIAH1	1.698	1.494	4.486	1.645	2.57	2.224	2.628	0	0	5.935	5.445	1.948	0	0	4.156	1.831	0	0	0	6.271	0	4.547	0	6.577	0	2.104	0	1.638	4.92	0	0	5.809	0	4.934	0	3.732	1.585	0	0	0	0	4.811	0	3.424	0	0	0	0	4.007	0	0	0	0	0	0	3.981	6.554	0	0	2.515	0	0	0	2.253	0.505	0	0	3.264	0	2.899	1.51	0	2.254	0	0	0	0	0.447	2.947	2.034	0	0	0	0	1.915	0	2.97	0	3.377	5.253	0	2.706	3.52	6.464	2.949	0	2.635	0	4.534	0
